record_id,test_date,plant_name,vehicle_model,supplier_id,supplier_name,supplier_batch_id,part_name,part_category,market_price_inr,open_market_price_range_inr,qty_inspected,qty_defective,ppm,otd_pct,audit_score_pct,cpk,belt_tension_dev_ratio,slip_ratio,crack_density_per_100mm,pressure_retention_ratio,hose_leak_rate_ml_min,engine_temp_dev_ratio,filter_pressure_drop_pa_ratio,filtration_efficiency,fuel_penalty_ratio,brake_leak_rate_cc_min,pushrod_stroke_excess_ratio,brake_response_lag_s_ratio,relay_brake_lag_s_ratio,relay_pressure_delivery_ratio,relay_leak_rate_cc_min,pulse_integrity_ratio,speed_deviation_ratio,dropout_count_ratio,bearing_temp_rise_c_ratio,bearing_vibration_rms_ratio,bearing_play_mm_ratio,ujoint_vibration_rms_ratio,ujoint_backlash_mm_ratio,ujoint_temp_rise_c_ratio,downstream_water_ppm_ratio,separator_dp_kpa_ratio,service_compliance_ratio,data_source_type,impact_raw,criticality_weight_0_1,min_required_sqm_0_1,importance_band,part_quality_score_recomputed_0_1,supplier_quality_score_recomputed_0_1,sqm_gap_to_target_0_1,part_gap_to_target_0_1,weighted_loss_priority_0_1,sqm_status,action_priority,risk_label_current_scenario,dataset_note_current_scenario
50,30-09-2025,Jamshedpur Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-V-B-8561,V-Belt / Alternator Belt,Mechanical,265.89,100-450,270,0,1288,93.13,91.79,1.377,0.0202,0.0068,0.68,,,,,,,,,,,,,,,,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.92,0.93,0.03,0.02,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
51,21-09-2025,Jamshedpur Plant,Bus Chassis 1624,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-V-B-1876,V-Belt / Alternator Belt,Mechanical,299.77,100-450,275,0,1728,97,94.29,1.733,0.0061,0.0039,0.26,,,,,,,,,,,,,,,,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.97,0.94,0.04,0.07,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
52,04-10-2025,Pune Plant,Rigid Truck 2818,SUP-DELTA,Delta Fleet Components,SUP-DELTA-V-B-1117,V-Belt / Alternator Belt,Mechanical,101.86,100-450,237,1,3244,81.34,93.15,1.385,0.0389,0.0144,3.61,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.78,0.83,-0.07,-0.12,0.05,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
53,27-01-2026,Bangalore Plant,Cargo 1916,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-V-B-1224,V-Belt / Alternator Belt,Mechanical,248.9,100-450,65,0,2222,100,91.03,1.444,0.0215,0.0077,1.41,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.89,0.91,0.01,-0.01,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
54,22-05-2025,Chennai Plant,Rigid Truck 2818,SUP-DELTA,Delta Fleet Components,SUP-DELTA-V-B-1009,V-Belt / Alternator Belt,Mechanical,118.14,100-450,77,0,1755,94.83,100,1.199,0.0446,0.0184,2.07,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.79,0.89,-0.01,-0.11,0.01,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
55,15-11-2025,Bangalore Plant,Rigid Truck 2818,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-V-B-1235,V-Belt / Alternator Belt,Mechanical,397.75,100-450,140,0,2452,100,89.24,1.432,0.0273,0.0164,2.77,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.82,0.89,-0.01,-0.08,0.05,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
56,22-02-2026,Pune Plant,School Bus 1017,SUP-BETA,Beta Truck Systems,SUP-BETA-V-B-7941,V-Belt / Alternator Belt,Mechanical,362.68,100-450,115,0,2890,94.7,96.51,1.52,0.0361,0.0088,1.44,,,,,,,,,,,,,,,,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.86,0.89,-0.01,-0.04,0.04,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
57,30-03-2025,Jamshedpur Plant,Bus Chassis 1624,SUP-DELTA,Delta Fleet Components,SUP-DELTA-V-B-8804,V-Belt / Alternator Belt,Mechanical,414.88,100-450,276,0,1321,100,100,1.744,0.0119,0.007,0.93,,,,,,,,,,,,,,,,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.93,0.95,0.05,0.03,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
58,02-06-2025,Pune Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-V-B-2970,V-Belt / Alternator Belt,Mechanical,318.48,100-450,184,1,3071,97.12,94.16,1.388,0.0437,0.0164,3.64,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.77,0.86,-0.04,-0.13,0.06,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
59,21-04-2025,Chennai Plant,School Bus 1017,SUP-DELTA,Delta Fleet Components,SUP-DELTA-V-B-3336,V-Belt / Alternator Belt,Mechanical,372.5,100-450,196,1,3593,100,89.88,1.501,0.0259,0.0178,3.31,,,,,,,,,,,,,,,,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.8,0.86,-0.04,-0.1,0.07,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
60,03-05-2025,Pune Plant,Bus Chassis 1624,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-V-B-5225,V-Belt / Alternator Belt,Mechanical,352.79,100-450,157,0,1772,97.3,96.68,1.518,0.0019,0.0014,0.22,,,,,,,,,,,,,,,,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.99,0.95,0.05,0.09,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
61,28-05-2025,Jamshedpur Plant,Bus Chassis 1624,SUP-DELTA,Delta Fleet Components,SUP-DELTA-V-B-9554,V-Belt / Alternator Belt,Mechanical,200.78,100-450,50,0,2939,97.24,98.43,1.481,0.0106,0.0064,0.96,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.93,0.91,0.01,0.03,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
62,18-04-2026,Pune Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-V-B-7024,V-Belt / Alternator Belt,Mechanical,231.05,100-450,150,1,4434,100,95.02,1.437,0.0474,0.0248,4.57,,,,,,,,,,,,,,,,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.7,0.83,-0.07,-0.2,0.07,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
63,29-10-2025,Bangalore Plant,Cargo 1916,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-V-B-9393,V-Belt / Alternator Belt,Mechanical,119.17,100-450,140,0,2485,97.05,100,1.294,0.0264,0.0052,1.19,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.9,0.91,0.01,0,0,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
64,04-03-2025,Jamshedpur Plant,Bus Chassis 1624,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-V-B-4600,V-Belt / Alternator Belt,Mechanical,358.13,100-450,283,1,2032,98.19,88.78,1.375,0.0153,0.0036,1.28,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.93,0.92,0.02,0.03,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
65,29-06-2025,Pune Plant,Rigid Truck 2818,SUP-BETA,Beta Truck Systems,SUP-BETA-V-B-5944,V-Belt / Alternator Belt,Mechanical,280.31,100-450,237,0,0,92.84,99.72,1.405,0.0321,0.0069,1.43,,,,,,,,,,,,,,,,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.88,0.95,0.05,-0.02,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
66,21-04-2026,Bangalore Plant,Rigid Truck 2818,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-V-B-9058,V-Belt / Alternator Belt,Mechanical,362.49,100-450,102,0,4146,92.15,82.11,1.342,0.0705,0.0206,3.63,,,,,,,,,,,,,,,,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.69,0.79,-0.11,-0.21,0.11,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
67,24-05-2025,Pune Plant,Rigid Truck 2818,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-V-B-5926,V-Belt / Alternator Belt,Mechanical,295.87,100-450,58,0,4918,100,73.51,1.14,0.0299,0.0155,1.77,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.84,0.8,-0.1,-0.06,0.1,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
68,11-05-2025,Pune Plant,Rigid Truck 2818,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-V-B-1832,V-Belt / Alternator Belt,Mechanical,330.62,100-450,201,1,4414,89.55,86.75,1.184,0.0694,0.0219,3.19,,,,,,,,,,,,,,,,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.7,0.78,-0.12,-0.2,0.11,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
69,06-09-2025,Pune Plant,Cargo 1916,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-V-B-6207,V-Belt / Alternator Belt,Mechanical,381.86,100-450,278,0,453,100,100,1.788,0.0044,0.002,0.32,,,,,,,,,,,,,,,,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.98,0.98,0.08,0.08,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
70,28-03-2026,Chennai Plant,School Bus 1017,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-V-B-3198,V-Belt / Alternator Belt,Mechanical,321.63,100-450,204,0,579,92.81,93.34,1.508,0.016,0.0036,1.09,,,,,,,,,,,,,,,,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.93,0.95,0.05,0.03,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
71,20-01-2026,Bangalore Plant,Tipper 3523,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-V-B-1804,V-Belt / Alternator Belt,Mechanical,193.82,100-450,236,0,1149,93.79,95.1,1.758,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,1,0.96,0.06,0.1,0.01,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
72,04-03-2026,Pune Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-V-B-4186,V-Belt / Alternator Belt,Mechanical,248.82,100-450,120,1,4338,96.38,86.07,1.326,0.0609,0.0298,4.64,,,,,,,,,,,,,,,,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.65,0.79,-0.11,-0.25,0.1,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
73,05-10-2025,Bangalore Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-RAD-7981,Radiator Hose,Fluid,301.79,90-400,274,1,2986,87.38,86.83,1.399,,,,0.898,6.025,0.1149,,,,,,,,,,,,,,,,,,,,,,Bench Test,9,0.95,0.95,Very High,0.82,0.85,-0.1,-0.13,0.1,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
74,17-01-2025,Chennai Plant,Cargo 1916,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-RAD-7136,Radiator Hose,Fluid,276.16,90-400,204,1,5497,95.07,86.72,1.308,,,,0.8678,5.769,0.2941,,,,,,,,,,,,,,,,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.77,0.8,-0.15,-0.18,0.13,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
75,09-07-2025,Chennai Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-RAD-4850,Radiator Hose,Fluid,111.16,90-400,161,1,5119,82.92,81.57,1.368,,,,0.8483,3.547,0.177,,,,,,,,,,,,,,,,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.83,0.79,-0.16,-0.12,0.12,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
76,15-08-2025,Pune Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-RAD-9942,Radiator Hose,Fluid,173.67,90-400,137,1,4715,95.41,87.79,1.364,,,,0.8146,3.157,0.2146,,,,,,,,,,,,,,,,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.81,0.83,-0.12,-0.14,0.1,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
77,31-12-2025,Bangalore Plant,Tipper 3523,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-RAD-2639,Radiator Hose,Fluid,243.6,90-400,240,0,655,95.23,96.63,1.525,,,,0.929,1.623,0.0584,,,,,,,,,,,,,,,,,,,,,,Bench Test,9,0.95,0.95,Very High,0.93,0.95,0,-0.02,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
78,21-06-2025,Bangalore Plant,School Bus 1017,SUP-BETA,Beta Truck Systems,SUP-BETA-RAD-9407,Radiator Hose,Fluid,257.99,90-400,141,0,2319,87.69,100,1.33,,,,0.9257,2.537,0.1091,,,,,,,,,,,,,,,,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.9,0.9,-0.05,-0.05,0.06,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
79,09-04-2026,Bangalore Plant,Rigid Truck 2818,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-RAD-5806,Radiator Hose,Fluid,103.69,90-400,237,1,2670,100,100,1.514,,,,0.9226,2.796,0.0928,,,,,,,,,,,,,,,,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.9,0.92,-0.03,-0.05,0.02,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
80,01-12-2025,Chennai Plant,Rigid Truck 2818,SUP-BETA,Beta Truck Systems,SUP-BETA-RAD-4294,Radiator Hose,Fluid,336.56,90-400,156,1,4287,86.27,88.28,1.268,,,,0.7784,7.556,0.3596,,,,,,,,,,,,,,,,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.68,0.78,-0.17,-0.27,0.16,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
81,30-09-2025,Bangalore Plant,Tipper 3523,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-RAD-9230,Radiator Hose,Fluid,314.68,90-400,53,0,774,90.07,98.36,1.382,,,,1,1.364,0.0819,,,,,,,,,,,,,,,,,,,,,,Bench Test,9,0.95,0.95,Very High,0.96,0.95,0,0.01,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
82,29-07-2025,Bangalore Plant,Bus Chassis 1624,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-RAD-4810,Radiator Hose,Fluid,381.11,90-400,200,1,5392,92.71,91.54,1.334,,,,0.898,2.832,0.106,,,,,,,,,,,,,,,,,,,,,,Bench Test,9,0.95,0.95,Very High,0.88,0.83,-0.12,-0.07,0.13,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
83,29-09-2025,Jamshedpur Plant,Tipper 3523,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-RAD-2165,Radiator Hose,Fluid,124.25,90-400,275,1,1882,86.28,80.95,1.325,,,,0.9441,2.438,0.1996,,,,,,,,,,,,,,,,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.88,0.88,-0.07,-0.07,0.05,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
84,08-03-2026,Jamshedpur Plant,Tipper 3523,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-RAD-1806,Radiator Hose,Fluid,272.45,90-400,232,1,2576,97.44,92.57,1.48,,,,1,1.058,0.0537,,,,,,,,,,,,,,,,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.97,0.92,-0.03,0.02,0.05,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
85,02-06-2025,Bangalore Plant,Bus Chassis 1624,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-RAD-1824,Radiator Hose,Fluid,161.51,90-400,238,0,0,100,100,1.635,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,Incoming QC,9,0.95,0.95,Very High,1,1,0.05,0.05,0.01,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
86,18-09-2025,Pune Plant,Cargo 1916,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-RAD-8906,Radiator Hose,Fluid,137.71,90-400,93,0,4711,91.29,82.01,1.477,,,,0.9292,2.856,0.1281,,,,,,,,,,,,,,,,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.89,0.83,-0.12,-0.06,0.09,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
87,02-02-2026,Chennai Plant,Rigid Truck 2818,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-RAD-7881,Radiator Hose,Fluid,103.76,90-400,137,0,1656,87.67,92.96,1.543,,,,0.892,0.868,0.0402,,,,,,,,,,,,,,,,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.93,0.91,-0.04,-0.02,0.03,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
88,19-03-2026,Chennai Plant,Tipper 3523,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-RAD-9228,Radiator Hose,Fluid,243.72,90-400,265,1,3061,89.9,90.29,1.663,,,,0.9281,0.562,0.044,,,,,,,,,,,,,,,,,,,,,,Bench Test,9,0.95,0.95,Very High,0.95,0.89,-0.06,0,0.06,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
89,15-12-2025,Jamshedpur Plant,Bus Chassis 1624,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-RAD-5311,Radiator Hose,Fluid,172.78,90-400,154,1,6492,81.85,81.14,1.179,,,,0.8097,11.734,0.4986,,,,,,,,,,,,,,,,,,,,,,Bench Test,9,0.95,0.95,Very High,0.59,0.68,-0.27,-0.36,0.2,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
90,11-12-2025,Bangalore Plant,Rigid Truck 2818,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-RAD-3808,Radiator Hose,Fluid,363.07,90-400,220,0,1064,100,100,1.492,,,,1,0.289,0.0349,,,,,,,,,,,,,,,,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.99,0.97,0.02,0.04,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
91,07-06-2025,Pune Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-RAD-6343,Radiator Hose,Fluid,91.98,90-400,78,0,2324,94.92,86.56,1.382,,,,0.9393,2.33,0.1509,,,,,,,,,,,,,,,,,,,,,,Bench Test,9,0.95,0.95,Very High,0.9,0.9,-0.05,-0.05,0.04,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
92,20-12-2025,Pune Plant,Bus Chassis 1624,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-RAD-2435,Radiator Hose,Fluid,350.44,90-400,227,1,4254,89.57,82.41,1.323,,,,0.8309,5.531,0.3388,,,,,,,,,,,,,,,,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.75,0.8,-0.15,-0.2,0.14,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
93,07-08-2025,Jamshedpur Plant,Rigid Truck 2818,SUP-BETA,Beta Truck Systems,SUP-BETA-RAD-7353,Radiator Hose,Fluid,282.48,90-400,231,1,3048,92.32,91.66,1.195,,,,0.9427,4.634,0.2417,,,,,,,,,,,,,,,,,,,,,,Bench Test,9,0.95,0.95,Very High,0.84,0.85,-0.1,-0.11,0.1,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
94,07-01-2025,Jamshedpur Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-RAD-4356,Radiator Hose,Fluid,174.82,90-400,68,0,1208,100,93.47,1.411,,,,1,3.188,0.0577,,,,,,,,,,,,,,,,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.93,0.95,0,-0.02,0.01,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
95,12-10-2025,Chennai Plant,Cargo 1916,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-RAD-4778,Radiator Hose,Fluid,130.71,90-400,196,1,4172,98.39,87.79,1.328,,,,0.9326,4.828,0.0955,,,,,,,,,,,,,,,,,,,,,,Bench Test,9,0.95,0.95,Very High,0.87,0.86,-0.09,-0.08,0.07,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
96,09-04-2026,Pune Plant,Bus Chassis 1624,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-RAD-4598,Radiator Hose,Fluid,367.17,90-400,123,0,540,91,93.65,1.551,,,,0.9874,0.986,0.0248,,,,,,,,,,,,,,,,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.97,0.95,0,0.02,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
97,01-10-2025,Bangalore Plant,Bus Chassis 1624,SUP-DELTA,Delta Fleet Components,SUP-DELTA-RAD-7342,Radiator Hose,Fluid,254.41,90-400,247,1,2264,90.93,96.14,1.485,,,,0.8868,1.942,0.0477,,,,,,,,,,,,,,,,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.9,0.91,-0.04,-0.05,0.05,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
98,02-06-2025,Pune Plant,Cargo 1916,SUP-BETA,Beta Truck Systems,SUP-BETA-RAD-6109,Radiator Hose,Fluid,109.9,90-400,261,0,1370,94.99,100,1.543,,,,0.8992,0.774,0.0483,,,,,,,,,,,,,,,,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.93,0.94,-0.01,-0.02,0.01,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
99,28-07-2025,Chennai Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-RAD-7154,Radiator Hose,Fluid,313.79,90-400,111,0,2475,100,89.28,1.471,,,,0.9017,3.62,0.1988,,,,,,,,,,,,,,,,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.85,0.89,-0.06,-0.1,0.07,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
100,05-02-2026,Bangalore Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-RAD-9032,Radiator Hose,Fluid,93.03,90-400,115,0,3983,100,86.4,1.394,,,,0.9376,4.934,0.1232,,,,,,,,,,,,,,,,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.86,0.86,-0.09,-0.09,0.06,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
