claim_id,dealer_id,supplier_id,part_name,failure_type,claim_amount,repair_cost,claim_frequency,days_since_last_claim,failure_severity,fraud_label
CLM00325,1325,SUP-099,Air Filter,Sensor Failure,8303,28905,12,45,7,0
CLM00326,1463,SUP-040,Fuel/Water Separator,Wear,5650,12474,10,64,1,0
CLM00327,1348,SUP-067,V-Belt,Wear,13177,1010,4,186,8,0
CLM00328,1770,SUP-025,Relay Valve,Corrosion,14747,2656,8,13,9,0
CLM00329,1659,SUP-055,Fuel/Water Separator,Misalignment,32782,3419,15,209,8,0
CLM00330,1763,SUP-084,Radiator Hose,Breakage,24181,22075,19,52,3,0
CLM00331,1954,SUP-052,U-Joint,Sensor Failure,22823,7132,16,338,9,0
CLM00332,1931,SUP-044,V-Belt,Corrosion,15182,9424,13,107,3,0
CLM00333,1402,SUP-098,Relay Valve,Corrosion,40776,11642,15,9,4,0
CLM00334,1345,SUP-085,Fuel/Water Separator,Wear,14276,12652,14,112,6,0
CLM00335,1962,SUP-056,V-Belt,Sensor Failure,10771,1737,15,120,7,0
CLM00336,1510,SUP-055,V-Belt,Leak,12963,18364,12,67,8,0
CLM00337,1146,SUP-087,Relay Valve,Misalignment,25928,11157,11,82,7,0
CLM00338,1147,SUP-070,Brake Chamber,Misalignment,41930,18894,3,202,3,0
CLM00339,1863,SUP-077,Air Filter,Wear,15849,7397,14,185,2,0
CLM00340,1710,SUP-087,Brake Chamber,Sensor Failure,27082,6129,2,357,2,0
CLM00341,1819,SUP-073,V-Belt,Corrosion,4487,21641,18,157,9,0
CLM00342,1488,SUP-081,Wheel Bearing,Misalignment,27605,24374,3,116,7,0
CLM00343,1928,SUP-066,Relay Valve,Corrosion,11038,19619,9,114,7,0
CLM00344,1935,SUP-019,V-Belt,Breakage,41305,21083,11,133,5,0
CLM00345,1639,SUP-083,V-Belt,Leak,3390,24170,3,248,6,0
CLM00346,1550,SUP-007,U-Joint,Wear,37798,11451,5,111,7,0
CLM00347,1337,SUP-063,Air Filter,Misalignment,41260,23084,9,232,9,0
CLM00348,1871,SUP-042,U-Joint,Breakage,4438,16268,10,59,4,0
CLM00349,1640,SUP-042,Relay Valve,Breakage,36151,1077,6,291,6,0
CLM00350,1778,SUP-059,Wheel Speed Sensor,Leak,37135,24963,6,261,1,0
CLM00351,1987,SUP-020,Brake Chamber,Wear,7167,13869,11,50,7,0
CLM00352,1952,SUP-073,U-Joint,Wear,14172,12188,17,316,4,0
CLM00353,1472,SUP-017,Relay Valve,Corrosion,35233,17702,2,271,2,0
CLM00354,1945,SUP-027,Brake Chamber,Wear,37251,7688,9,364,4,0
CLM00355,1150,SUP-047,Relay Valve,Breakage,17957,21058,18,103,8,0
CLM00356,1414,SUP-002,Wheel Speed Sensor,Corrosion,31360,14635,5,152,2,0
CLM00357,1989,SUP-063,Air Filter,Wear,1774,2389,6,21,1,0
CLM00358,1297,SUP-062,Air Filter,Leak,24414,1058,4,258,1,0
CLM00359,1610,SUP-100,Relay Valve,Breakage,21722,19817,9,211,7,0
CLM00360,1262,SUP-019,U-Joint,Sensor Failure,48445,14494,5,82,7,0
CLM00361,1763,SUP-017,Air Filter,Leak,25405,26695,4,10,4,0
CLM00362,1143,SUP-069,Wheel Bearing,Leak,37698,14943,9,165,5,0
CLM00363,1345,SUP-039,U-Joint,Wear,28256,23715,18,151,5,0
CLM00364,1623,SUP-082,Fuel/Water Separator,Corrosion,22344,6449,11,173,7,0
CLM00365,1571,SUP-071,Radiator Hose,Corrosion,35988,8143,16,65,3,1
CLM00366,1880,SUP-081,Relay Valve,Breakage,35207,16953,2,250,5,0
CLM00367,1001,SUP-039,Relay Valve,Wear,41192,18073,16,317,7,1
CLM00368,1896,SUP-036,Relay Valve,Corrosion,9905,3402,19,118,7,0
CLM00369,1303,SUP-040,Wheel Speed Sensor,Misalignment,40468,14262,10,134,9,0
CLM00370,1253,SUP-045,Relay Valve,Sensor Failure,26151,21224,4,18,4,0
CLM00371,1651,SUP-004,Air Filter,Misalignment,23723,11808,12,347,1,0
CLM00372,1452,SUP-025,Air Filter,Wear,39278,25759,9,255,5,0
CLM00373,1036,SUP-069,Radiator Hose,Wear,12173,6395,13,168,4,0
CLM00374,1159,SUP-030,Radiator Hose,Corrosion,45724,8050,5,17,3,0
CLM00375,1008,SUP-076,U-Joint,Leak,14130,22581,2,10,7,0
CLM00376,1232,SUP-068,Air Filter,Wear,48350,4410,3,230,9,0
CLM00377,1098,SUP-088,Air Filter,Leak,27952,12464,8,31,4,0
CLM00378,1658,SUP-029,Wheel Speed Sensor,Breakage,11937,25146,6,215,6,0
CLM00379,1815,SUP-073,Air Filter,Breakage,42702,22868,5,306,1,0
CLM00380,1207,SUP-068,Air Filter,Corrosion,40496,24599,4,340,1,0
CLM00381,1130,SUP-051,Wheel Bearing,Breakage,21534,26338,16,151,3,0
CLM00382,1403,SUP-024,Wheel Bearing,Misalignment,24794,24631,8,45,5,0
CLM00383,1151,SUP-014,Air Filter,Misalignment,25985,2655,12,207,6,0
CLM00384,1053,SUP-069,Air Filter,Misalignment,20391,8456,5,139,9,0
CLM00385,1119,SUP-018,Air Filter,Corrosion,28528,29893,5,334,9,0
CLM00386,1672,SUP-042,Radiator Hose,Corrosion,7870,29473,13,269,1,0
CLM00387,1919,SUP-057,V-Belt,Misalignment,22518,14241,11,214,2,0
CLM00388,1627,SUP-083,Wheel Bearing,Leak,38010,10063,11,162,8,0
CLM00389,1586,SUP-012,Fuel/Water Separator,Misalignment,22993,15966,19,357,5,0
CLM00390,1624,SUP-082,U-Joint,Leak,43639,18799,7,203,3,0
CLM00391,1967,SUP-017,U-Joint,Breakage,30720,24802,17,10,9,1
CLM00392,1419,SUP-030,V-Belt,Leak,25162,14713,5,350,2,0
CLM00393,1421,SUP-088,Wheel Speed Sensor,Wear,10906,28881,6,76,7,0
CLM00394,1103,SUP-075,Fuel/Water Separator,Sensor Failure,18581,4851,18,234,8,0
CLM00395,1851,SUP-099,U-Joint,Wear,32289,7968,18,233,2,1
CLM00396,1253,SUP-023,Brake Chamber,Wear,17205,13741,9,226,1,0
CLM00397,1226,SUP-081,Relay Valve,Corrosion,41854,23951,18,217,3,1
CLM00398,1111,SUP-001,Brake Chamber,Sensor Failure,12408,22148,19,292,8,0
CLM00399,1509,SUP-079,Wheel Speed Sensor,Corrosion,28532,22679,17,4,4,0
CLM00400,1472,SUP-032,Fuel/Water Separator,Leak,4193,26623,9,149,5,0
CLM00401,1098,SUP-009,U-Joint,Misalignment,41986,15397,1,189,9,0
CLM00402,1152,SUP-015,Relay Valve,Leak,6220,28974,18,94,4,0
CLM00403,1860,SUP-028,Wheel Bearing,Sensor Failure,20357,4955,13,38,9,0
CLM00404,1913,SUP-024,U-Joint,Breakage,40299,8191,8,76,6,0
CLM00405,1895,SUP-060,U-Joint,Leak,20549,28631,14,295,7,0
CLM00406,1877,SUP-035,Wheel Speed Sensor,Wear,18474,18097,3,89,8,0
CLM00407,1337,SUP-086,U-Joint,Sensor Failure,1141,23323,4,310,1,0
CLM00408,1705,SUP-027,Fuel/Water Separator,Sensor Failure,17650,10832,11,318,9,0
CLM00409,1821,SUP-083,V-Belt,Leak,41487,13941,7,275,2,0
CLM00410,1162,SUP-076,Fuel/Water Separator,Leak,21694,9552,5,2,3,0
CLM00411,1719,SUP-020,Wheel Bearing,Corrosion,42448,9681,2,150,1,0
CLM00412,1956,SUP-065,V-Belt,Corrosion,42455,13271,6,94,3,0
CLM00413,1680,SUP-085,U-Joint,Wear,17863,3423,5,313,2,0
CLM00414,1995,SUP-049,U-Joint,Sensor Failure,3690,18316,15,100,7,0
CLM00415,1160,SUP-001,Relay Valve,Breakage,49617,840,11,259,7,0
CLM00416,1579,SUP-010,U-Joint,Breakage,46056,24265,5,279,6,0
CLM00417,1800,SUP-047,Air Filter,Sensor Failure,22320,11069,18,4,4,0
CLM00418,1397,SUP-059,Wheel Bearing,Wear,3427,14706,8,78,3,0
CLM00419,1276,SUP-096,Radiator Hose,Corrosion,26419,1698,11,198,7,0
CLM00420,1815,SUP-062,Relay Valve,Corrosion,41832,26543,17,326,3,1
CLM00421,1915,SUP-086,Brake Chamber,Corrosion,36983,4796,14,165,9,0
CLM00422,1503,SUP-018,V-Belt,Breakage,23365,16476,2,7,8,0
CLM00423,1895,SUP-046,Radiator Hose,Breakage,4911,13530,7,1,7,0
CLM00424,1391,SUP-032,U-Joint,Wear,21461,25070,18,88,2,0
CLM00425,1134,SUP-027,Fuel/Water Separator,Breakage,1649,21077,1,180,3,0
CLM00426,1194,SUP-092,Air Filter,Leak,27469,15962,15,10,8,0
CLM00427,1400,SUP-018,V-Belt,Breakage,28826,24997,1,134,3,0
CLM00428,1639,SUP-039,V-Belt,Corrosion,16503,16010,17,110,8,0
CLM00429,1032,SUP-049,V-Belt,Wear,44346,9983,7,125,4,0
CLM00430,1687,SUP-093,Wheel Bearing,Sensor Failure,22962,5434,16,207,5,0
CLM00431,1459,SUP-082,V-Belt,Sensor Failure,41884,25427,2,301,9,0
CLM00432,1954,SUP-044,Relay Valve,Wear,35122,23494,15,140,2,0
CLM00433,1882,SUP-072,Fuel/Water Separator,Leak,18677,26377,11,103,3,0
CLM00434,1469,SUP-054,Relay Valve,Sensor Failure,20642,12331,2,111,1,0
CLM00435,1374,SUP-095,Relay Valve,Corrosion,3713,19971,11,70,8,0
CLM00436,1021,SUP-034,Air Filter,Sensor Failure,9595,6573,16,110,9,0
CLM00437,1749,SUP-071,Fuel/Water Separator,Sensor Failure,14779,17339,2,224,9,0
CLM00438,1669,SUP-036,Air Filter,Corrosion,13164,6353,19,224,3,0
CLM00439,1037,SUP-018,V-Belt,Breakage,2546,3750,16,219,5,0
CLM00440,1229,SUP-038,V-Belt,Leak,36374,26233,8,239,9,0
CLM00441,1364,SUP-059,Relay Valve,Corrosion,27428,757,5,119,5,0
CLM00442,1562,SUP-009,Relay Valve,Corrosion,37974,27185,8,331,1,0
CLM00443,1437,SUP-073,V-Belt,Misalignment,32707,17365,14,214,1,0
CLM00444,1775,SUP-072,Wheel Speed Sensor,Wear,26388,5230,14,36,4,0
CLM00445,1282,SUP-051,Wheel Bearing,Leak,37142,11805,18,343,7,1
CLM00446,1026,SUP-035,Radiator Hose,Breakage,26505,18280,5,357,7,0
CLM00447,1225,SUP-082,U-Joint,Misalignment,14173,5918,10,279,7,0
CLM00448,1276,SUP-005,Brake Chamber,Corrosion,30580,5671,15,256,6,0
CLM00449,1797,SUP-014,Fuel/Water Separator,Misalignment,29651,22957,13,155,1,0
CLM00450,1608,SUP-092,Air Filter,Breakage,24318,23943,9,271,3,0
CLM00451,1283,SUP-030,Fuel/Water Separator,Misalignment,15627,23339,9,42,5,0
CLM00452,1878,SUP-004,V-Belt,Misalignment,7078,11318,19,29,4,0
CLM00453,1959,SUP-039,Radiator Hose,Misalignment,37091,6702,9,183,4,0
CLM00454,1480,SUP-084,Brake Chamber,Corrosion,9366,15139,5,203,9,0
CLM00455,1452,SUP-064,Relay Valve,Corrosion,15444,6678,6,49,7,0
CLM00456,1828,SUP-025,Relay Valve,Wear,40873,17531,10,327,9,0
CLM00457,1815,SUP-028,Air Filter,Sensor Failure,18747,13798,10,331,7,0
CLM00458,1658,SUP-076,U-Joint,Leak,28471,2111,6,54,3,0
CLM00459,1515,SUP-066,Radiator Hose,Wear,10229,28901,1,222,4,0
CLM00460,1546,SUP-078,Air Filter,Breakage,48796,29664,13,352,9,0
CLM00461,1191,SUP-022,Brake Chamber,Misalignment,41257,29662,8,360,1,0
CLM00462,1048,SUP-031,Brake Chamber,Corrosion,17304,27344,13,37,3,0
CLM00463,1511,SUP-023,Brake Chamber,Misalignment,25335,20768,6,205,4,0
CLM00464,1016,SUP-048,Relay Valve,Corrosion,3090,14408,19,280,4,0
CLM00465,1171,SUP-020,Wheel Speed Sensor,Leak,49229,27830,12,55,7,0
CLM00466,1219,SUP-038,Radiator Hose,Wear,33368,21866,15,223,4,0
CLM00467,1157,SUP-055,U-Joint,Wear,11944,4086,8,108,8,0
CLM00468,1476,SUP-068,Radiator Hose,Breakage,32752,28460,11,206,1,0
CLM00469,1045,SUP-079,Radiator Hose,Wear,33916,24557,9,172,3,0
CLM00470,1372,SUP-088,Wheel Bearing,Wear,21817,6580,19,90,6,0
CLM00471,1517,SUP-089,Radiator Hose,Sensor Failure,6098,13281,11,6,3,0
CLM00472,1098,SUP-001,Air Filter,Leak,48327,17642,6,287,8,0
CLM00473,1891,SUP-007,Wheel Bearing,Misalignment,2133,14471,15,171,7,0
CLM00474,1744,SUP-057,Wheel Speed Sensor,Wear,43067,17516,17,363,5,1
CLM00475,1036,SUP-095,Air Filter,Breakage,29670,24732,12,268,2,0
CLM00476,1279,SUP-012,Radiator Hose,Misalignment,48724,28660,2,193,5,0
CLM00477,1348,SUP-005,Fuel/Water Separator,Corrosion,36974,829,4,244,9,0
CLM00478,1496,SUP-050,Relay Valve,Wear,2109,28095,3,180,5,0
CLM00479,1301,SUP-042,V-Belt,Wear,29755,5946,2,248,3,0
CLM00480,1180,SUP-012,U-Joint,Misalignment,43937,25085,19,70,7,1
CLM00481,1606,SUP-018,U-Joint,Corrosion,25802,12745,5,221,3,0
CLM00482,1098,SUP-066,Air Filter,Sensor Failure,44899,10866,17,30,8,1
CLM00483,1699,SUP-074,U-Joint,Leak,42972,17868,16,119,5,1
CLM00484,1992,SUP-079,Wheel Bearing,Sensor Failure,4106,1168,16,205,5,0
CLM00485,1115,SUP-094,Brake Chamber,Breakage,37704,27354,12,222,6,0
CLM00486,1190,SUP-017,Fuel/Water Separator,Misalignment,44762,13826,4,126,6,0
CLM00487,1252,SUP-068,V-Belt,Wear,10658,15322,17,55,3,0
CLM00488,1980,SUP-071,U-Joint,Sensor Failure,17340,17325,19,39,7,0
CLM00489,1927,SUP-062,U-Joint,Leak,44948,19809,2,338,9,0
CLM00490,1982,SUP-041,Air Filter,Breakage,9461,4520,5,262,1,0
CLM00491,1160,SUP-095,Radiator Hose,Sensor Failure,23933,22561,1,184,4,0
CLM00492,1255,SUP-034,Relay Valve,Wear,43491,25349,14,8,4,0
CLM00493,1322,SUP-070,Wheel Speed Sensor,Leak,9495,21597,9,311,1,0
CLM00494,1127,SUP-045,V-Belt,Wear,33291,26102,17,361,6,1
CLM00495,1017,SUP-058,Radiator Hose,Wear,49112,19257,12,16,2,0
CLM00496,1792,SUP-051,Relay Valve,Breakage,14097,29424,12,64,6,0
CLM00497,1734,SUP-034,Relay Valve,Leak,22532,26633,15,253,1,0
CLM00498,1565,SUP-044,Air Filter,Corrosion,32110,3626,16,11,5,1
CLM00499,1569,SUP-015,Fuel/Water Separator,Wear,49543,3433,18,88,6,1
CLM00500,1322,SUP-078,U-Joint,Leak,41702,25523,14,211,2,0
CLM00501,1871,SUP-070,U-Joint,Wear,25717,20252,12,4,1,0
CLM00502,1685,SUP-050,Radiator Hose,Sensor Failure,39543,28769,11,131,7,0
CLM00503,1791,SUP-032,Wheel Speed Sensor,Sensor Failure,42768,23400,15,271,1,0
CLM00504,1625,SUP-067,Wheel Bearing,Leak,18331,4306,8,360,7,0
CLM00505,1287,SUP-003,Brake Chamber,Breakage,44252,29640,17,68,1,1
CLM00506,1942,SUP-086,Radiator Hose,Corrosion,44883,15595,8,337,9,0
CLM00507,1853,SUP-086,Wheel Bearing,Sensor Failure,32631,22139,4,9,5,0
CLM00508,1662,SUP-074,Brake Chamber,Breakage,40940,8566,10,25,6,0
CLM00509,1961,SUP-051,Relay Valve,Corrosion,22399,29072,6,65,7,0
CLM00510,1638,SUP-067,Wheel Speed Sensor,Sensor Failure,26514,12009,6,104,1,0
CLM00511,1154,SUP-076,Radiator Hose,Corrosion,3496,8761,17,66,8,0
CLM00512,1489,SUP-093,Relay Valve,Misalignment,31985,13268,8,183,6,0
CLM00513,1385,SUP-048,Wheel Bearing,Wear,20946,27653,13,173,2,0
CLM00514,1985,SUP-017,Radiator Hose,Leak,40161,5085,15,289,1,0
CLM00515,1784,SUP-007,Radiator Hose,Sensor Failure,22434,21482,4,22,1,0
CLM00516,1103,SUP-013,Air Filter,Sensor Failure,39178,28132,15,42,4,0
CLM00517,1928,SUP-066,V-Belt,Wear,34310,6317,14,204,3,0
CLM00518,1392,SUP-004,Relay Valve,Sensor Failure,11871,616,11,155,6,0
CLM00519,1810,SUP-010,Radiator Hose,Sensor Failure,14390,16116,17,11,8,0
CLM00520,1245,SUP-088,U-Joint,Misalignment,12146,18697,10,298,1,0
CLM00521,1175,SUP-017,U-Joint,Sensor Failure,49577,15442,6,78,7,0
CLM00522,1038,SUP-052,V-Belt,Sensor Failure,25107,17787,6,104,8,0
CLM00523,1476,SUP-006,Radiator Hose,Sensor Failure,46199,29599,1,278,5,0
CLM00524,1681,SUP-083,V-Belt,Breakage,16479,9185,5,137,8,0
CLM00525,1758,SUP-069,V-Belt,Sensor Failure,12183,23089,4,207,1,0
CLM00526,1537,SUP-096,Wheel Bearing,Wear,19996,4358,11,251,2,0
CLM00527,1866,SUP-074,Wheel Bearing,Misalignment,29224,14638,17,225,4,0
CLM00528,1817,SUP-009,Fuel/Water Separator,Sensor Failure,11309,19567,7,57,1,0
CLM00529,1920,SUP-091,Relay Valve,Corrosion,17173,21059,3,339,5,0
CLM00530,1407,SUP-077,Brake Chamber,Misalignment,11872,4230,2,287,3,0
CLM00531,1524,SUP-083,V-Belt,Misalignment,40800,7128,8,274,2,0
CLM00532,1827,SUP-021,Wheel Bearing,Corrosion,32946,22025,5,168,7,0
CLM00533,1505,SUP-024,Wheel Speed Sensor,Wear,28424,13382,5,357,2,0
CLM00534,1902,SUP-004,Fuel/Water Separator,Breakage,23707,5943,10,173,9,0
CLM00535,1824,SUP-024,Radiator Hose,Wear,5688,2040,12,98,6,0
CLM00536,1035,SUP-059,Relay Valve,Breakage,13854,8588,17,342,8,0
CLM00537,1684,SUP-099,Radiator Hose,Leak,38554,8459,14,260,3,0
CLM00538,1019,SUP-003,Fuel/Water Separator,Corrosion,4681,14964,5,173,5,0
CLM00539,1320,SUP-068,Air Filter,Misalignment,22613,17509,5,174,3,0
CLM00540,1775,SUP-040,U-Joint,Misalignment,20879,13071,6,212,9,0
CLM00541,1511,SUP-048,Relay Valve,Misalignment,42624,15906,15,195,1,0
CLM00542,1399,SUP-054,U-Joint,Corrosion,7078,22856,5,265,8,0
CLM00543,1653,SUP-035,Wheel Speed Sensor,Corrosion,49630,13999,8,272,6,0
CLM00544,1971,SUP-095,Radiator Hose,Breakage,46461,6662,1,307,7,0
CLM00545,1882,SUP-056,Air Filter,Misalignment,47041,7297,3,308,2,0
CLM00546,1470,SUP-089,Wheel Speed Sensor,Wear,32356,5358,19,137,7,1
CLM00547,1142,SUP-040,Brake Chamber,Breakage,28941,1337,15,83,1,0
CLM00548,1091,SUP-077,Radiator Hose,Misalignment,2416,27091,4,44,7,0
CLM00549,1353,SUP-068,Fuel/Water Separator,Corrosion,20492,2515,2,207,8,0
CLM00550,1833,SUP-046,Air Filter,Corrosion,26425,28155,17,117,2,0
CLM00551,1799,SUP-078,Relay Valve,Corrosion,34675,22040,12,5,2,0
CLM00552,1726,SUP-013,Air Filter,Misalignment,9507,25147,8,221,3,0
CLM00553,1958,SUP-027,Radiator Hose,Corrosion,14573,28528,5,283,4,0
CLM00554,1853,SUP-006,Wheel Bearing,Leak,29698,16125,10,114,8,0
CLM00555,1050,SUP-017,Wheel Speed Sensor,Corrosion,43478,7734,19,250,3,1
CLM00556,1664,SUP-036,Air Filter,Misalignment,19318,5248,9,301,6,0
CLM00557,1697,SUP-099,U-Joint,Breakage,39719,28954,16,90,8,1
CLM00558,1574,SUP-081,Wheel Speed Sensor,Corrosion,5344,563,1,28,2,0
CLM00559,1189,SUP-002,U-Joint,Sensor Failure,31992,8721,15,32,4,0
CLM00560,1124,SUP-077,Air Filter,Leak,41194,29047,2,217,1,0
CLM00561,1149,SUP-052,Wheel Bearing,Misalignment,10993,21536,14,309,8,0
CLM00562,1313,SUP-066,Wheel Speed Sensor,Corrosion,40102,23673,16,71,1,1
CLM00563,1569,SUP-052,Fuel/Water Separator,Sensor Failure,20006,24067,10,252,9,0
CLM00564,1341,SUP-092,Wheel Speed Sensor,Misalignment,10048,2825,12,30,6,0
CLM00565,1304,SUP-043,Relay Valve,Breakage,22949,6350,13,256,3,0
CLM00566,1691,SUP-090,Air Filter,Leak,11068,4872,9,309,8,0
CLM00567,1681,SUP-022,Brake Chamber,Corrosion,18909,23248,2,159,2,0
CLM00568,1837,SUP-055,Radiator Hose,Breakage,32335,21649,19,9,3,1
CLM00569,1782,SUP-067,V-Belt,Misalignment,35184,24075,15,323,7,0
CLM00570,1053,SUP-099,Brake Chamber,Sensor Failure,2794,3379,15,156,1,0
CLM00571,1443,SUP-060,U-Joint,Misalignment,28641,2688,1,214,9,0
CLM00572,1612,SUP-058,Fuel/Water Separator,Misalignment,3720,19665,18,154,9,0
CLM00573,1992,SUP-012,Fuel/Water Separator,Leak,7826,12813,7,83,3,0
CLM00574,1263,SUP-088,Wheel Bearing,Corrosion,29780,19029,10,101,4,0
CLM00575,1052,SUP-069,Relay Valve,Breakage,40563,17159,9,10,2,0
CLM00576,1571,SUP-084,Radiator Hose,Leak,38844,15408,19,336,1,1
CLM00577,1619,SUP-039,Brake Chamber,Sensor Failure,49230,18150,11,280,8,0
CLM00578,1004,SUP-013,V-Belt,Corrosion,7369,29049,4,281,9,0
CLM00579,1102,SUP-041,Wheel Speed Sensor,Leak,42312,7076,1,180,9,0
CLM00580,1195,SUP-057,Wheel Bearing,Sensor Failure,45191,4604,12,90,5,0
CLM00581,1773,SUP-053,Fuel/Water Separator,Sensor Failure,43387,11635,1,129,5,0
CLM00582,1876,SUP-012,V-Belt,Breakage,6826,15704,17,309,5,0
CLM00583,1991,SUP-013,Fuel/Water Separator,Misalignment,3192,28056,9,107,6,0
CLM00584,1883,SUP-074,Air Filter,Sensor Failure,20920,2819,8,280,4,0
CLM00585,1349,SUP-097,Wheel Bearing,Sensor Failure,49018,16915,4,283,2,0
CLM00586,1046,SUP-057,Wheel Speed Sensor,Misalignment,24683,17735,8,107,2,0
CLM00587,1866,SUP-040,U-Joint,Wear,26692,25680,10,155,6,0
CLM00588,1822,SUP-080,Wheel Bearing,Sensor Failure,36088,16338,18,344,5,1
CLM00589,1935,SUP-045,Radiator Hose,Corrosion,25255,28275,15,232,4,0
CLM00590,1819,SUP-035,Wheel Speed Sensor,Leak,17917,22752,19,295,6,0
CLM00591,1655,SUP-003,Brake Chamber,Misalignment,10409,10756,11,333,4,0
CLM00592,1268,SUP-005,Wheel Bearing,Misalignment,16529,8220,4,84,4,0
CLM00593,1369,SUP-090,Wheel Speed Sensor,Misalignment,15795,12236,9,358,6,0
CLM00594,1635,SUP-011,Brake Chamber,Corrosion,12180,27424,8,76,4,0
CLM00595,1105,SUP-071,Wheel Bearing,Misalignment,49138,2307,16,261,9,1
CLM00596,1669,SUP-056,V-Belt,Corrosion,22735,12551,13,337,7,0
CLM00597,1658,SUP-010,U-Joint,Breakage,19363,29213,5,230,6,0
CLM00598,1656,SUP-034,V-Belt,Wear,19460,23079,13,272,3,0
CLM00599,1119,SUP-067,Radiator Hose,Misalignment,45036,23215,19,221,4,1
CLM00600,1830,SUP-072,Wheel Speed Sensor,Wear,11136,6563,2,181,2,0
CLM00601,1786,SUP-031,Brake Chamber,Misalignment,12291,10890,12,202,3,0
CLM00602,1603,SUP-075,Air Filter,Corrosion,40009,24295,9,285,1,0
CLM00603,1057,SUP-071,Wheel Bearing,Leak,13549,28948,1,118,9,0
CLM00604,1950,SUP-066,Air Filter,Wear,13021,4062,14,117,3,0
CLM00605,1345,SUP-070,Wheel Bearing,Wear,5114,20082,7,197,8,0
CLM00606,1740,SUP-041,Radiator Hose,Corrosion,48115,5004,17,194,4,1
CLM00607,1473,SUP-063,Air Filter,Wear,3584,8485,14,292,8,0
CLM00608,1116,SUP-032,Brake Chamber,Breakage,10740,10584,17,104,7,0
CLM00609,1829,SUP-020,Relay Valve,Corrosion,35256,13131,2,174,4,0
CLM00610,1790,SUP-057,V-Belt,Wear,21043,16825,9,301,7,0
CLM00611,1126,SUP-098,Brake Chamber,Wear,31743,23618,15,103,8,0
CLM00612,1392,SUP-050,Fuel/Water Separator,Wear,14319,14506,16,9,3,0
CLM00613,1907,SUP-080,Radiator Hose,Corrosion,33995,28245,9,164,5,0
CLM00614,1640,SUP-025,U-Joint,Leak,21855,23873,4,5,3,0
CLM00615,1057,SUP-012,Wheel Bearing,Sensor Failure,6242,19831,15,335,7,0
CLM00616,1633,SUP-071,Brake Chamber,Misalignment,47169,4623,10,329,6,0
CLM00617,1512,SUP-039,Air Filter,Wear,25007,11792,7,89,1,0
CLM00618,1750,SUP-017,Relay Valve,Sensor Failure,30407,28997,6,178,5,0
CLM00619,1801,SUP-045,Fuel/Water Separator,Sensor Failure,15850,13421,15,284,4,0
CLM00620,1095,SUP-011,Air Filter,Wear,22312,29383,2,27,2,0
CLM00621,1637,SUP-070,V-Belt,Wear,15094,21667,15,175,1,0
CLM00622,1117,SUP-023,Relay Valve,Misalignment,49945,12380,18,161,7,1
CLM00623,1559,SUP-091,Wheel Speed Sensor,Sensor Failure,41083,6099,14,115,7,0
CLM00624,1600,SUP-070,Wheel Speed Sensor,Leak,49514,571,18,97,6,1
CLM00625,1487,SUP-038,Wheel Speed Sensor,Sensor Failure,13988,10849,3,166,5,0
CLM00626,1236,SUP-002,Radiator Hose,Leak,14198,26212,14,136,9,0
CLM00627,1884,SUP-086,Brake Chamber,Breakage,1698,6016,6,164,2,0
CLM00628,1896,SUP-084,Wheel Bearing,Leak,1437,13019,14,363,3,0
CLM00629,1271,SUP-089,Brake Chamber,Misalignment,23203,12769,2,202,9,0
CLM00630,1188,SUP-079,Fuel/Water Separator,Corrosion,16995,8734,16,169,2,0
CLM00631,1998,SUP-093,Brake Chamber,Wear,39948,4860,16,136,3,1
CLM00632,1703,SUP-072,Brake Chamber,Breakage,10876,2331,17,158,6,0
CLM00633,1446,SUP-037,V-Belt,Sensor Failure,19537,16929,16,301,7,0
CLM00634,1580,SUP-049,Wheel Bearing,Leak,13902,25058,16,227,2,0
CLM00635,1789,SUP-052,Brake Chamber,Breakage,23759,28717,8,302,8,0
CLM00636,1860,SUP-033,Wheel Bearing,Corrosion,28490,7892,6,349,9,0
CLM00637,1246,SUP-022,U-Joint,Leak,22520,22955,18,272,1,0
CLM00638,1962,SUP-005,Wheel Speed Sensor,Misalignment,6278,18559,14,324,6,0
CLM00639,1075,SUP-018,Air Filter,Sensor Failure,34727,7768,16,50,4,1
CLM00640,1153,SUP-038,V-Belt,Sensor Failure,11031,12044,8,324,5,0
CLM00641,1655,SUP-037,Wheel Speed Sensor,Leak,25853,6881,18,2,6,0
CLM00642,1434,SUP-094,Wheel Bearing,Corrosion,21604,23628,14,331,6,0
CLM00643,1996,SUP-095,Wheel Speed Sensor,Wear,41355,9961,17,75,7,1
CLM00644,1085,SUP-064,Brake Chamber,Wear,26919,29059,8,247,9,0
CLM00645,1696,SUP-010,Air Filter,Sensor Failure,22154,7334,16,215,4,0
CLM00646,1284,SUP-079,Brake Chamber,Corrosion,9906,29039,10,230,9,0
CLM00647,1973,SUP-042,Fuel/Water Separator,Sensor Failure,15298,19907,10,242,1,0
CLM00648,1219,SUP-048,Brake Chamber,Wear,43465,19674,18,188,9,1
CLM00649,1068,SUP-044,Air Filter,Sensor Failure,2347,28246,18,129,8,0
CLM00650,1046,SUP-082,Relay Valve,Leak,6008,29898,9,97,2,0
CLM00651,1093,SUP-087,U-Joint,Misalignment,25553,23227,1,165,7,0
CLM00652,1749,SUP-097,Wheel Bearing,Leak,28018,1512,16,177,7,0
